Observation ID,Plant ID,Date,Observer,Site,Time Arrived,Departure Time,Weather,Plant #,North Face Temp,South Face Temp,Species Code,Breaking Leaf Buds,How many buds?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of Canopy is Colored?,Falling Leaves?,Fruits,How many fruit?,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit do you see?,Species Observed,Other Comments,General Comments
1436,SHRINE4,9/2/2014,"Rader Lane, Laura Shultz",SHRINE,8:35,8:50,"clear, cool",4,67.5,67.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,No,N/A,No,<3,,green acorns eaten on ground,
1437,HQ1,9/2/2014,"Rader Lane, Laura Shultz",HQ,8:53,9:06,clear,1,70.5,75.5,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,1001-10000,Yes,5-24%,No,<3,(2) western scrub jays,"eaten fruits on ground, colored leaves, not sure if seasonal",
1438,HQ2,9/2/2014,"Rader Lane, Laura Shultz",HQ,8:53,9:06,clear,2,84.0,85.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,,,
1439,GCVC1,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,1,74.0,75.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,spider web,,
1440,GCVC2,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,2,92.0,87.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1441,GCVC3,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,3,76.0,79.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1442,GCVC4,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,4,76.5,76.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1443,GCVC5,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,5,74.0,74.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1444,GCVC6,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,6,79.5,75.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1445,GCVC7,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,7,77.5,75.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,No,N/A,No,<3,silk threads,empty bracts on tree,
1446,GCVC8,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,8,74.0,72.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,empty bracts  ,
1447,GCVC9,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,9,77.5,73.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,<3,No,N/A,No,<3,,many empty bracts,
1448,GCVC10,9/2/2014,"Rader Lane, Laura Shultz",GCVC,9:27,9:50,clear,10,78.5,76.5,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,3-10,No,N/A,No,<3,,,
1449,SHRINE1,9/11/2014,Jill Staurowsky,SHRINE,16:20,16:30,warm,1,74.0,75.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,Yes,<5%,No,<3,medium-sized bee,,
1450,SHRINE2,9/11/2014,Jill Staurowsky,SHRINE,16:20,16:30,warm,2,76.0,76.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1451,SHRINE3,9/11/2014,Jill Staurowsky,SHRINE,16:20,16:30,warm,3,74.0,74.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
1452,SHRINE4,9/11/2014,Jill Staurowsky,SHRINE,16:20,16:30,warm,4,75.5,74.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
1453,HQ1,9/11/2014,Jill Staurowsky,HQ,16:05,16:15,warm,1,75.5,76.0,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,1001-10000,Yes,5-24%,No,<3,lace bug,"ripe fruit on ground, picked by animals",
1454,HQ2,9/11/2014,Jill Staurowsky,HQ,16:05,16:15,warm,2,75.0,75.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,lace bugs,caps of fruit left on tree; all taken by animals,
1455,GCVC1,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,1,76.5,79.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,silk thread,,
1456,GCVC2,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,2,76.5,77.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1457,GCVC3,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,3,75.5,76.5,QUEGAM,No,<3,Yes,25-49%,Yes,<5%,No,No,<3,No,N/A,No,<3,spider,,
1458,GCVC4,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,4,74.5,77.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,<3,No,N/A,No,<3,silk thread,,
1459,GCVC5,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,5,83.0,85.0,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,Yes,<3,No,N/A,No,<3,,both acorns noted are newly see; previous two are gone,
1460,GCVC6,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,6,79.5,83.0,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1461,GCVC7,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,7,70.5,75.0,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,11-100,No,N/A,No,<3,,,
1462,GCVC8,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,8,71.0,74.0,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,"lots of discarded fruit at base of tree; broken branches, elk activity?",
1463,GCVC9,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,9,73.5,73.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,Yes,3-10,No,N/A,No,<3,,,
1464,GCVC10,9/11/2014,Jill Staurowsky,GCVC,16:40,17:16,warm,10,80.5,85.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,No,N/A,No,<3,silk thread,"fruit is turning, not ripe yet; lots of empty bracts",
1465,SHRINE1,9/23/2014,"Laura Shultz, Kaylyn Oates",SHRINE,1:35,1:50,"HOT, no breeze",1,81.5,80.0,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,11-100,Yes,25-49%,Yes,<3,finch in neighboring oak,"fruit at top ripe, (1) fruit on forest floor",
1466,SHRINE2,9/23/2014,"Laura Shultz, Kaylyn Oates",SHRINE,1:35,1:50,"HOT, no breeze",2,76.0,79.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1467,SHRINE3,9/23/2014,"Laura Shultz, Kaylyn Oates",SHRINE,1:35,1:50,"HOT, no breeze",3,73.5,76.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,Yes,5-24%,No,<3,,"fruit starting to ripen, not all the way there yet",
1468,SHRINE4,9/23/2014,"Laura Shultz, Kaylyn Oates",SHRINE,1:35,1:50,"HOT, no breeze",4,69.5,70.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1469,HQ1,9/23/2014,"Laura Shultz, Kaylyn Oates",HQ,1:50,2:00,"HOT, no breeze",1,70.5,72.0,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,Yes,101-1000,Yes,50-74%,Yes,3-10,"woodpecker, no red on head, black and white stripes on head",,
1470,HQ2,9/23/2014,"Laura Shultz, Kaylyn Oates",HQ,1:50,2:00,"HOT, no breeze",2,77.5,78.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,No,N/A,No,<3,under leaf galls (1/2 spheres),,many empty bracts on shrine trees
1471,GCVC1,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",1,74.0,94.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,"bee, small fly, silk threads, ",,
1472,GCVC2,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",2,81.5,98.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,Yes,<3,No,N/A,No,<3,silk threads,,
1473,GCVC3,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",3,75.5,94.0,QUEGAM,No,<3,Yes,25-49%,Yes,<5%,No,No,<3,No,N/A,No,<3,,,
1474,GCVC4,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",4,72.5,76.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,silk threads,,
1475,GCVC5,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",5,84.5,101.0,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,Yes,<3,No,N/A,No,<3,,"couldn't find second acorn, only (1), which is starting to turn",
1476,GCVC6,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",6,82.5,104.0,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,silk threads,,
1477,GCVC7,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",7,76.0,87.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,silk threads,"many empty bracts, can't find fruit",
1478,GCVC8,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",8,70.0,72.0,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,No,N/A,No,<3,nuthatch (white breasted) in neighboring oak,"many empty bracts, can't find fruit",
1479,GCVC9,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",9,71.0,87.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,<3,Yes,>95%,No,<3,silk threads,"only found (1) ripe fruit, no unripe",
1480,GCVC10,9/23/2014,"Laura Shultz, Kaylyn Oates",GCVC,2:10,2:40,"HOT, no breeze",10,78.5,92.0,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,No,<3,No,N/A,No,<3,silk threads,couldn't find any fruit,
1481,SHRINE1,9/27/2014,Jill Staurowsky,SHRINE,7:58,8:09,Cool,1,57.5,58.5,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,11-100,Yes,25-49%,No,<3,,lots of bracts without fruit,
1482,SHRINE2,9/27/2014,Jill Staurowsky,SHRINE,7:58,8:09,Cool,2,57.5,57.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,<3,No,N/A,No,<3,lace bug populations,,
1483,SHRINE3,9/27/2014,Jill Staurowsky,SHRINE,7:58,8:09,Cool,3,57.5,58.0,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,3-10,No,N/A,No,<3,,,
1484,SHRINE4,9/27/2014,Jill Staurowsky,SHRINE,7:58,8:09,Cool,4,56.5,57.5,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1485,HQ1,9/27/2014,Jill Staurowsky,HQ,7:45,7:55,Cool,1,61.0,61.0,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,75-94%,No,<3,lace bug populations,,
1486,HQ2,9/27/2014,Jill Staurowsky,HQ,7:45,7:55,Cool,2,60.5,61.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,Yes,11-100,Yes,75-94%,No,<3,lace bug populations,,
1487,GCVC1,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,1,60.5,60.5,QUEGAM,No,<3,Yes,25-49%,Yes,<5%,No,No,<3,No,N/A,No,<3,speckled towhee,,
1488,GCVC2,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,2,,,QUEGAM,No,<3,No,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1489,GCVC3,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,3,62.5,61.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1490,GCVC4,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,4,63.5,60.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1491,GCVC5,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,5,61.5,60.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1492,GCVC6,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,6,62.5,62.0,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1493,GCVC7,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,7,,,QUEGAM,No,<3,No,<5%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1494,GCVC8,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,8,61.5,60.0,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,,
1495,GCVC9,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,9,68.5,62.5,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,Yes,<3,Yes,>95%,No,<3,,,
1496,GCVC10,9/27/2014,Jill Staurowsky,GCVC,8:27,9:00,Cool,10,62.0,60.5,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,,
1497,SHRINE1,9/29/2014,Laura Shultz,SHRINE,8:50,9:00,"cool, no breeze",1,50.5,49.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,11-100,Yes,75-94%,Yes,<3,can't find lace bug populations today,brown empty bracts present (also green),
1498,SHRINE2,9/29/2014,Laura Shultz,SHRINE,8:50,9:00,"cool, no breeze",2,46.5,49.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,can't find lace bug populations today,,
1499,SHRINE3,9/29/2014,Laura Shultz,SHRINE,8:50,9:00,"cool, no breeze",3,48.0,49.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,<3,Yes,50-74%,No,<3,,"empty bracts (brown) present, predation on ripe fruit?",
1500,SHRINE4,9/29/2014,Laura Shultz,SHRINE,8:50,9:00,"cool, no breeze",4,47.0,47.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1501,HQ1,9/29/2014,Laura Shultz,HQ,9:03,9:08,"cool, no breeze",1,50.0,64.5,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,Yes,Yes,101-1000,Yes,75-94%,Yes,3-10,,"MANY empty bracts on tree and ground (brown), bracts on this tree have slightly reddish tint",
1502,HQ2,9/29/2014,Laura Shultz,HQ,9:03,9:08,"cool, no breeze",2,54.0,66.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,Yes,No,<3,No,N/A,No,<3,(2) medium sized flying insects,,
1503,GCVC1,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",1,60.5,64.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1504,GCVC2,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",2,60.5,55.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1505,GCVC3,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",3,51.5,51.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1506,GCVC4,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",4,48.0,46.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,rock squirrel,,
1507,GCVC5,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",5,47.5,47.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1508,GCVC6,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",6,58.0,50.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1509,GCVC7,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",7,49.5,46.0,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,"silk threads, fresh elk feces",,
1510,GCVC8,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",8,46.0,46.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,,
1511,GCVC9,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",9,49.5,49.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,<3,Yes,>95%,No,<3,,,
1512,GCVC10,9/29/2014,Laura Shultz,GCVC,9:15,9:40,"cool, no breeze",10,49.0,52.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,,,fresh elk feces throughout grove (not rim) --> so fresh it was still smelly
1513,SHRINE1,10/2/2014,"Laura Shultz, Lance Gambrell",SHRINE,15:30,15:50,"sunny, zero cloud, slight breeze",1,58.5,60.0,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,3-10,Yes,75-94%,No,<3,,empty bracts,
1514,SHRINE2,10/2/2014,"Laura Shultz, Lance Gambrell",SHRINE,15:30,15:50,"sunny, zero cloud, slight breeze",2,57.5,58.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1515,SHRINE3,10/2/2014,"Laura Shultz, Lance Gambrell",SHRINE,15:30,15:50,"sunny, zero cloud, slight breeze",3,57.0,57.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,Yes,25-49%,No,<3,,,
1516,SHRINE4,10/2/2014,"Laura Shultz, Lance Gambrell",SHRINE,15:30,15:50,"sunny, zero cloud, slight breeze",4,57.0,59.0,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1517,HQ1,10/2/2014,"Laura Shultz, Lance Gambrell",HQ,15:50,16:15,"sunny, zero cloud, slight breeze",1,84.0,65.5,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,Yes,101-1000,Yes,>95%,No,<3,"(2) un-ID-ed birds, small",,
1518,HQ2,10/2/2014,"Laura Shultz, Lance Gambrell",HQ,15:50,16:15,"sunny, zero cloud, slight breeze",2,61.0,63.0,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,No,N/A,No,<3,"lace bugs, galls",,
1519,GCVC1,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",1,56.0,77.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1520,GCVC2,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",2,63.0,87.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,silk threads,(1) fruit beginning to ripen,
1521,GCVC3,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",3,62.0,91.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,silk threads,,
1522,GCVC4,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",4,54.5,57.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,leaf miners,,
1523,GCVC5,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",5,67.0,90.0,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,silk threads,,
1524,GCVC6,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",6,65.0,72.5,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,lots of galls,,
1525,GCVC7,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",7,55.5,56.0,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,"silk threads, insect eaten leaves",,
1526,GCVC8,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",8,54.5,61.5,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,No,<3,No,N/A,No,<3,"silk threads, white breasted nut-hatch in neighborhing oak",,
1527,GCVC9,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",9,59.0,65.0,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,No,N/A,No,<3,silk threads,empty bracts on tree,
1528,GCVC10,10/2/2014,"Laura Shultz, Lance Gambrell, Jill Staurowsky",GCVC,14:15,15:20,"cool slight breeze, sunny",10,67.5,82.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,No,<3,No,N/A,No,<3,silk threads,empty bracts on tree,
1529,SHRINE1,10/7/2014,"Lance Gambrell, Jill Staurowsky",SHRINE,9:19,9:34,"cool, partly sunny",1,61.5,64.0,QUEGAM,No,<3,Yes,75-94%,Yes,<5%,No,Yes,3-10,Yes,>95%,No,<3,,,
1530,SHRINE2,10/7/2014,"Lance Gambrell, Jill Staurowsky",SHRINE,9:19,9:34,"cool, partly sunny",2,61.0,60.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,No,N/A,No,<3,,,
1531,SHRINE3,10/7/2014,"Lance Gambrell, Jill Staurowsky",SHRINE,9:19,9:34,"cool, partly sunny",3,64.0,62.5,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,Yes,<3,Yes,>95%,No,<3,,,
1532,SHRINE4,10/7/2014,"Lance Gambrell, Jill Staurowsky",SHRINE,9:19,9:34,"cool, partly sunny",4,61.0,59.5,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,leaf miners,,
1533,HQ1,10/7/2014,"Lance Gambrell, Jill Staurowsky",HQ,9:00,9:15,"cool, partly sunny",1,61.0,62.5,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,101-1000,Yes,>95%,Yes,11-100,,,
1534,HQ2,10/7/2014,"Lance Gambrell, Jill Staurowsky",HQ,9:00,9:15,"cool, partly sunny",2,63.0,65.0,QUEGAM,No,<3,Yes,75-94%,Yes,5-24%,No,Yes,3-10,Yes,>95%,No,<3,,"empty bracts, recent branch break",
1535,GCVC1,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,1,67.5,67.5,QUEGAM,No,<3,Yes,25-49%,Yes,25-49%,No,No,<3,No,N/A,No,<3,,,
1536,GCVC2,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,2,69.5,67.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,<3,Yes,>95%,No,<3,,,
1537,GCVC3,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,3,65.5,64.5,QUEGAM,No,<3,Yes,25-49%,Yes,25-49%,No,No,<3,No,N/A,No,<3,,,
1538,GCVC4,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,4,65.5,63.5,QUEGAM,No,<3,Yes,75-94%,Yes,25-49%,No,No,<3,No,N/A,No,<3,,,
1539,GCVC5,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,5,66.5,66.5,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,,,
1540,GCVC6,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,6,66.5,66.0,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,several galls,,
1541,GCVC7,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,7,66.5,65.5,QUEGAM,No,<3,Yes,75-94%,Yes,25-49%,No,Yes,<3,No,N/A,No,<3,,,
1542,GCVC8,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,8,66.5,63.5,QUEGAM,No,<3,Yes,75-94%,Yes,25-49%,No,No,<3,No,N/A,No,<3,leaf miners,,
1543,GCVC9,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,9,67.0,65.5,QUEGAM,No,<3,Yes,50-74%,Yes,25-49%,No,Yes,<3,No,N/A,No,<3,,,
1544,GCVC10,10/7/2014,"Lance Gambrell, Jill Staurowsky",GCVC,10:25,10:55,overcast,10,67.0,68.5,QUEGAM,No,<3,Yes,50-74%,Yes,25-49%,No,No,<3,No,N/A,No,<3,,,
1545,SHRINE1,10/10/2014,"Jill Staurowsky, AJ Lapre",SHRINE,9:02,9:15,"cool, sunny",1,73.5,62.5,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,No,<3,No,N/A,No,<3,,lots of empty bracts on tree,
1546,SHRINE2,10/10/2014,"Jill Staurowsky, AJ Lapre",SHRINE,9:02,9:15,"cool, sunny",2,57.5,58.5,QUEGAM,No,<3,Yes,25-49%,Yes,<5%,No,Yes,<3,Yes,>95%,No,<3,,some empty bracts; desiccated fruit? Very small,
1547,SHRINE3,10/10/2014,"Jill Staurowsky, AJ Lapre",SHRINE,9:02,9:15,"cool, sunny",3,59.5,59.5,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,No,No,<3,No,N/A,No,<3,,some empty bracts on tree,
1548,SHRINE4,10/10/2014,"Jill Staurowsky, AJ Lapre",SHRINE,9:02,9:15,"cool, sunny",4,59.0,59.5,QUEGAM,No,<3,Yes,50-74%,Yes,<5%,No,No,<3,No,N/A,No,<3,,,
1549,HQ1,10/10/2014,"Jill Staurowsky, AJ Lapre",HQ,8:45,9:00,"cool, sunny",1,57.5,57.0,QUEGAM,No,<3,Yes,50-74%,Yes,5-24%,Yes,Yes,11-100,Yes,>95%,Yes,3-10,leave galls,,
